param,i,j,value
r_e,0,0,0.03659774426520285
r_e,1,1,0.007628422928900928
r_e,2,2,0.04272147184470784
r_w,0,0,0.033008399789613375
r_w,1,1,0.01901786392447821
r_w,2,2,0.009027337710189843
r_b,0,0,0.00015366613130466983
r_b,0,1,0.01783446325175319
r_b,0,2,0.07830385793503747
r_b,1,0,0.26020924172899007
r_b,1,1,0.05850605524488777
r_b,1,2,0.021350102169821653
r_b,2,0,0.5270831628940739
r_b,2,1,0.3104116602566408
r_b,2,2,0.15312112905650166
r_d,0,0,0.03131835222344662
r_d,0,1,0.19311111070689496
r_d,0,2,0.025858106043937297
r_d,1,0,0.15187612790055408
r_d,1,1,0.03984488186436747
r_d,1,2,0.13907301120505397
r_d,2,0,0.13897552926912435
r_d,2,1,0.14448287949407923
r_d,2,2,0.0046133952520745715
