param,i,j,value
r_e,0,0,0.15035385674377202
r_e,1,1,0.13618880632843075
r_e,2,2,0.15032323955615154
r_w,0,0,0.06074581410365622
r_w,1,1,0.07285500479734369
r_w,2,2,0.04913009127125981
r_b,0,0,0.08263837229576684
r_b,0,1,0.15458176986591288
r_b,0,2,0.13075490753543406
r_b,1,0,0.21146188904317983
r_b,1,1,0.0813249229374799
r_b,1,2,0.13922880205451074
r_b,2,0,0.027434328072212952
r_b,2,1,0.0759567409107705
r_b,2,2,0.07638280748359988
r_d,0,0,0.08537353451482978
r_d,0,1,0.014988388027777239
r_d,0,2,0.0005401861597397501
r_d,1,0,0.16653533826759426
r_d,1,1,0.015093072676041439
r_d,1,2,0.09272253457027976
r_d,2,0,0.07003444312039331
r_d,2,1,0.03718577320771712
r_d,2,2,0.25419143922704507
