param,i,j,value
r_e,0,0,0.04622372023224988
r_e,1,1,0.026833057720163048
r_e,2,2,0.0037448772556914253
r_w,0,0,0.36962320608690064
r_w,1,1,0.08409058467023633
r_w,2,2,0.04388711871872855
r_b,0,0,0.12160581853234793
r_b,0,1,0.05816392748685561
r_b,0,2,0.056464970138247854
r_b,1,0,0.08649531537280047
r_b,1,1,0.06290824161382547
r_b,1,2,0.06406225063716463
r_b,2,0,0.06078535184351195
r_b,2,1,0.008073370541268002
r_b,2,2,0.14817464607537156
r_d,0,0,0.10283919241029703
r_d,0,1,0.0025284031643374744
r_d,0,2,0.07846639862948596
r_d,1,0,0.07018960828938307
r_d,1,1,0.20690822788436425
r_d,1,2,0.00213364337189091
r_d,2,0,0.041945995387398086
r_d,2,1,0.17815849757839033
r_d,2,2,0.21859973536581281
