param,i,j,value
r_e,0,0,0.012529274666784412
r_e,1,1,0.00044927050743528014
r_e,2,2,0.0636735158806807
r_w,0,0,0.07919161157666095
r_w,1,1,0.023712140967629317
r_w,2,2,0.1588630272411441
r_b,0,0,0.016762749561895374
r_b,0,1,0.12431342845103513
r_b,0,2,0.011126851996668484
r_b,1,0,0.27396053378088453
r_b,1,1,0.008751186620884414
r_b,1,2,0.003662859314919974
r_b,2,0,0.010411880150066923
r_b,2,1,0.20499701563350456
r_b,2,2,0.08616085293398834
r_d,0,0,0.10764685648418226
r_d,0,1,0.19246846083745522
r_d,0,2,0.1192976289191335
r_d,1,0,0.05531550735925206
r_d,1,1,0.024015878895527063
r_d,1,2,0.03703619273655479
r_d,2,0,0.012663562449647857
r_d,2,1,0.2587796993588883
r_d,2,2,0.11182369269337891
