param,i,j,value
r_e,0,0,0.23599184643140664
r_e,1,1,0.014085672176822377
r_e,2,2,0.03728561081122008
r_w,0,0,0.3291956862635552
r_w,1,1,0.003048848572931758
r_w,2,2,0.11255730170654209
r_b,0,0,0.022459510140442937
r_b,0,1,0.013851274288762134
r_b,0,2,0.004482802378050291
r_b,1,0,0.09007052927496512
r_b,1,1,0.0869566036404083
r_b,1,2,0.025562520629703198
r_b,2,0,0.07423438088672593
r_b,2,1,0.07367150456829942
r_b,2,2,0.11587468120525282
r_d,0,0,0.38433573447594216
r_d,0,1,0.06371648580544949
r_d,0,2,0.058909200108557484
r_d,1,0,0.024527143795664525
r_d,1,1,0.24925480919984092
r_d,1,2,0.06543930855436475
r_d,2,0,0.3108096690727249
r_d,2,1,0.03529520871122439
r_d,2,2,0.0030955447117349787
