param,i,j,value
r_e,0,0,0.020945641299476698
r_e,1,1,0.0073931638756875835
r_e,2,2,0.21128150195743897
r_w,0,0,0.2707338890477757
r_w,1,1,0.2024195839601585
r_w,2,2,0.05102824303753293
r_b,0,0,0.06005862060801617
r_b,0,1,0.08760815527314725
r_b,0,2,0.01276484059915705
r_b,1,0,0.18794805433357856
r_b,1,1,0.34600301471224687
r_b,1,2,0.1078605642894262
r_b,2,0,0.23298198725427857
r_b,2,1,0.3075249743417142
r_b,2,2,0.02213536677528141
r_d,0,0,0.056533632634815895
r_d,0,1,0.006009228096010531
r_d,0,2,0.14270630633988127
r_d,1,0,0.08467259796842364
r_d,1,1,0.047412738637011
r_d,1,2,0.012200855125834093
r_d,2,0,0.27698833898297764
r_d,2,1,0.020355222680043788
r_d,2,2,0.05806653327729483
