param,i,j,value
r_e,0,0,0.022562855331260727
r_e,1,1,0.09125891583857702
r_e,2,2,0.1165627784560373
r_w,0,0,0.3323250023025923
r_w,1,1,0.031683027326844616
r_w,2,2,0.042406333124293996
r_b,0,0,0.023576097857563604
r_b,0,1,0.0014489475418835705
r_b,0,2,0.014683380793277898
r_b,1,0,0.019411915297929516
r_b,1,1,0.03097850108504349
r_b,1,2,0.03450848771228699
r_b,2,0,0.12638366328113523
r_b,2,1,0.03440596769982159
r_b,2,2,0.051898498044168184
r_d,0,0,0.06475322988742732
r_d,0,1,0.14972719316657154
r_d,0,2,0.17847352941339345
r_d,1,0,0.052255181438841836
r_d,1,1,0.06652081990728656
r_d,1,2,0.0006813084090581798
r_d,2,0,0.02175107282103044
r_d,2,1,0.08872903216321991
r_d,2,2,0.010896432745252004
