param,i,j,value
r_e,0,0,0.015589468767734855
r_e,1,1,0.25939845371252074
r_e,2,2,0.1885380105266198
r_w,0,0,0.06964981911693095
r_w,1,1,8.519857942149667e-06
r_w,2,2,0.0943980106766707
r_b,0,0,0.18857531278654238
r_b,0,1,0.1061369849242339
r_b,0,2,0.0026129738340540045
r_b,1,0,0.13271436403442752
r_b,1,1,0.07008463925492694
r_b,1,2,0.025068940568882793
r_b,2,0,0.09563538419765645
r_b,2,1,0.09556653567151868
r_b,2,2,0.2466135776324171
r_d,0,0,0.012629384434426722
r_d,0,1,0.012944218313958467
r_d,0,2,0.1216191616752165
r_d,1,0,0.015530754128828783
r_d,1,1,0.22220307041617238
r_d,1,2,0.0672536618873668
r_d,2,0,0.03773452015774226
r_d,2,1,0.08986025662660349
r_d,2,2,0.22422416584704688
