param,i,j,value
r_e,0,0,0.01803086927040896
r_e,1,1,0.1733065199970646
r_e,2,2,0.13378493893733076
r_w,0,0,0.07739874904462583
r_w,1,1,0.0032819258326452676
r_w,2,2,0.008480043875992684
r_b,0,0,0.23077866075542303
r_b,0,1,0.054690173169295
r_b,0,2,0.1511822303559892
r_b,1,0,0.12204774840556819
r_b,1,1,0.09254819240928958
r_b,1,2,0.16428889634730004
r_b,2,0,0.02208355042048367
r_b,2,1,0.12486901089578357
r_b,2,2,0.008701842266192951
r_d,0,0,0.12322721572768286
r_d,0,1,0.1365978932298755
r_d,0,2,0.002880761455544136
r_d,1,0,0.11811375062923091
r_d,1,1,0.05778680030604784
r_d,1,2,0.30125780233590205
r_d,2,0,0.20927129854401924
r_d,2,1,0.12351392232956887
r_d,2,2,0.08636980411646618
