param,i,j,value
r_e,0,0,0.08241800489119804
r_e,1,1,0.02697871785503544
r_e,2,2,0.09670983137445352
r_w,0,0,0.004817680389240151
r_w,1,1,0.2190818927619735
r_w,2,2,0.05418873749674498
r_b,0,0,0.024529365860282117
r_b,0,1,0.015170787692299379
r_b,0,2,0.05860215879241862
r_b,1,0,0.06463605317518199
r_b,1,1,0.016406541895218507
r_b,1,2,0.1964838446876445
r_b,2,0,0.011631694753198968
r_b,2,1,0.08246797399676972
r_b,2,2,0.1278224132719021
r_d,0,0,0.4036151965538727
r_d,0,1,0.09107562164447165
r_d,0,2,0.12679760441381646
r_d,1,0,0.04050690804808444
r_d,1,1,0.08230697950801975
r_d,1,2,0.03851535944820844
r_d,2,0,0.00809293681226232
r_d,2,1,0.02218696898702268
r_d,2,2,0.01817080735180378
