param,i,j,value
r_e,0,0,0.0225951479805889
r_e,1,1,0.008745945549138205
r_e,2,2,0.017300162113573183
r_w,0,0,0.030787806429099774
r_w,1,1,0.1962944218467324
r_w,2,2,0.08103475032644558
r_b,0,0,0.08461933500575695
r_b,0,1,0.0949139723103662
r_b,0,2,0.009690746332387005
r_b,1,0,0.041394316961250205
r_b,1,1,0.13509033552207023
r_b,1,2,0.06377253108557811
r_b,2,0,0.08972384688547756
r_b,2,1,0.0932240512880771
r_b,2,2,0.16209237132858162
r_d,0,0,0.02306679172946194
r_d,0,1,0.020853752381377058
r_d,0,2,0.2297700748195537
r_d,1,0,0.008614581966927841
r_d,1,1,0.27971829646806634
r_d,1,2,0.10080786140589162
r_d,2,0,0.016007509410919867
r_d,2,1,0.055058341893234025
r_d,2,2,0.00785722903694725
