param,i,j,value
r_e,0,0,0.03652396323083604
r_e,1,1,0.10448821547867854
r_e,2,2,0.06640358440422858
r_w,0,0,0.05371098770418882
r_w,1,1,0.0007721018824528997
r_w,2,2,0.20406464115066153
r_b,0,0,0.03803202963351326
r_b,0,1,0.11367506482424972
r_b,0,2,0.06171516865052659
r_b,1,0,0.5133435806343911
r_b,1,1,0.03369581939933906
r_b,1,2,0.043222457250041514
r_b,2,0,0.005961012158705134
r_b,2,1,0.05158055270944289
r_b,2,2,0.058723166294521505
r_d,0,0,0.005467852487216035
r_d,0,1,0.07812003515876174
r_d,0,2,0.06304084186406443
r_d,1,0,0.1654335163716293
r_d,1,1,0.08330265493754047
r_d,1,2,0.2553571313770555
r_d,2,0,0.2255735211032225
r_d,2,1,0.06285994260852487
r_d,2,2,0.041819370424605457
