param,i,j,value
r_e,0,0,0.043040218704441864
r_e,1,1,0.04310072858486365
r_e,2,2,0.14495711490874488
r_w,0,0,0.2194614773742577
r_w,1,1,0.17162291723629042
r_w,2,2,0.014860042385264623
r_b,0,0,0.028213117469483403
r_b,0,1,0.02219186095092582
r_b,0,2,0.08549702099844583
r_b,1,0,0.008555184074186603
r_b,1,1,0.08248443453060683
r_b,1,2,0.013448816397022549
r_b,2,0,0.12088615724037821
r_b,2,1,0.03150402237380047
r_b,2,2,0.10425541435590813
r_d,0,0,0.08918513645556676
r_d,0,1,0.08809725509856504
r_d,0,2,0.07831356465062397
r_d,1,0,0.23208528678987206
r_d,1,1,0.0851237948103043
r_d,1,2,0.04093026541405709
r_d,2,0,0.13751847593373348
r_d,2,1,0.28645770897363654
r_d,2,2,0.22159198029305666
