param,i,j,value
r_e,0,0,0.10345048624434353
r_e,1,1,0.014412637724310097
r_e,2,2,0.12422075827341938
r_w,0,0,0.023903149453632953
r_w,1,1,0.15581568125215373
r_w,2,2,0.009120819128114242
r_b,0,0,0.16764454025789002
r_b,0,1,0.02424185723225505
r_b,0,2,0.020592208049163452
r_b,1,0,0.03800748632543105
r_b,1,1,0.05681664591831799
r_b,1,2,0.16235227879234745
r_b,2,0,0.0482834202088333
r_b,2,1,0.159859450141988
r_b,2,2,0.030914833998230924
r_d,0,0,0.14779672130048022
r_d,0,1,0.06397646393863497
r_d,0,2,0.016095577656590514
r_d,1,0,0.13724871780276687
r_d,1,1,0.041521071708417435
r_d,1,2,0.017144166406611632
r_d,2,0,0.13272821284829883
r_d,2,1,0.1307977647640866
r_d,2,2,0.05631039883450634
