param,i,j,value
r_e,0,0,0.39505264537220186
r_e,1,1,0.07433898308766694
r_e,2,2,0.1364287389188623
r_w,0,0,0.2352656374079145
r_w,1,1,0.07534302080480645
r_w,2,2,0.24887181813749648
r_b,0,0,0.017938489332701046
r_b,0,1,0.05302669475321669
r_b,0,2,0.11293242084206462
r_b,1,0,0.16376745764437162
r_b,1,1,0.044786557236578255
r_b,1,2,0.03466787710463797
r_b,2,0,0.03310797599322554
r_b,2,1,0.02105668161305762
r_b,2,2,0.09779567264767561
r_d,0,0,0.06206346181421962
r_d,0,1,0.007809035346141477
r_d,0,2,0.04324848053988194
r_d,1,0,0.09737058656608633
r_d,1,1,0.12135159959967418
r_d,1,2,0.0014138202707331925
r_d,2,0,0.00500615830455446
r_d,2,1,0.014026575938329509
r_d,2,2,0.04253965772520704
