param,i,j,value
r_e,0,0,0.0532021489247303
r_e,1,1,0.032524305421816654
r_e,2,2,0.0023256108578751543
r_w,0,0,0.013865863883613834
r_w,1,1,0.03838742306574899
r_w,2,2,0.006604980245530432
r_b,0,0,0.03305023335868847
r_b,0,1,0.20370661130603085
r_b,0,2,0.1585823529290081
r_b,1,0,0.044837017455984174
r_b,1,1,0.08020439661376494
r_b,1,2,0.5646721728880778
r_b,2,0,0.17796578955258016
r_b,2,1,0.3303379703070572
r_b,2,2,0.04214476742973882
r_d,0,0,0.026990916432027934
r_d,0,1,0.3681368419845019
r_d,0,2,0.021930264008339008
r_d,1,0,0.03177881726102232
r_d,1,1,0.005856065056675343
r_d,1,2,0.332797481692506
r_d,2,0,0.008035992595212274
r_d,2,1,0.04569821733675947
r_d,2,2,0.0220748297184885
