param,i,j,value
r_e,0,0,0.15658348770998554
r_e,1,1,0.049364164732436634
r_e,2,2,0.09587328481920165
r_w,0,0,0.09645797954285823
r_w,1,1,0.038427125235347574
r_w,2,2,0.07552445772473525
r_b,0,0,0.02167725414016153
r_b,0,1,0.08046963031011259
r_b,0,2,0.042986169072168824
r_b,1,0,0.13255784378035276
r_b,1,1,0.2989940236613247
r_b,1,2,0.013571257139915915
r_b,2,0,0.05958596919355891
r_b,2,1,0.0697843204834399
r_b,2,2,0.7832012788350412
r_d,0,0,0.0960798080175371
r_d,0,1,0.35591846416395123
r_d,0,2,0.28298546158237364
r_d,1,0,0.016050437795612545
r_d,1,1,0.09925473441185885
r_d,1,2,0.24157664737588003
r_d,2,0,0.12151390916297405
r_d,2,1,0.02415985867405744
r_d,2,2,0.03986786261081078
