param,i,j,value
r_e,0,0,0.10823787273265942
r_e,1,1,0.09627646658592179
r_e,2,2,0.011769102131622328
r_w,0,0,0.21825144373971064
r_w,1,1,0.022802839046515047
r_w,2,2,0.08000178711767719
r_b,0,0,0.046922551286793526
r_b,0,1,0.026335316904886726
r_b,0,2,0.11583459568974863
r_b,1,0,0.1268410390381615
r_b,1,1,0.012667270516005125
r_b,1,2,0.33708501558759396
r_b,2,0,0.1543065699349719
r_b,2,1,0.09198168503433071
r_b,2,2,0.07407868912272314
r_d,0,0,0.12569291460528575
r_d,0,1,0.1632135729298469
r_d,0,2,0.6662972053547849
r_d,1,0,0.016827943322791552
r_d,1,1,0.1637938104696841
r_d,1,2,0.01815566005337484
r_d,2,0,0.14043153297892355
r_d,2,1,0.14315615667616455
r_d,2,2,0.08646593209034664
