param,i,j,value
r_e,0,0,0.0230719218212624
r_e,1,1,0.04672888462747466
r_e,2,2,0.004475429072418346
r_w,0,0,0.05358884374507598
r_w,1,1,0.07693504556671595
r_w,2,2,0.1578589486752485
r_b,0,0,0.2145554765981577
r_b,0,1,0.18203207545151145
r_b,0,2,0.07678124197660822
r_b,1,0,0.18380906138025402
r_b,1,1,0.0076285261918559
r_b,1,2,0.03223713006914422
r_b,2,0,0.041009706052157195
r_b,2,1,0.00792429477856766
r_b,2,2,0.002512429470432052
r_d,0,0,0.07373595502170595
r_d,0,1,0.006699510214441984
r_d,0,2,0.12175224306929289
r_d,1,0,0.1236903539150212
r_d,1,1,0.09132959338366975
r_d,1,2,8.530320545846477e-05
r_d,2,0,0.09383596854953889
r_d,2,1,0.032224016025150036
r_d,2,2,0.005008806471810852
