param,i,j,value
r_e,0,0,0.09412732464339535
r_e,1,1,0.06559252446279368
r_e,2,2,0.32672187751030607
r_w,0,0,0.05834462025792689
r_w,1,1,0.24504951737459713
r_w,2,2,0.054001347076503704
r_b,0,0,0.09074212750258777
r_b,0,1,0.15650462563756118
r_b,0,2,0.01329047393908815
r_b,1,0,0.007039634626347886
r_b,1,1,0.3467325078043354
r_b,1,2,0.12179435588029229
r_b,2,0,0.0536828366073288
r_b,2,1,0.10716464162080515
r_b,2,2,0.07300762215488438
r_d,0,0,0.11551678617172947
r_d,0,1,0.11907721790744696
r_d,0,2,0.006530285227557131
r_d,1,0,0.019319399275027998
r_d,1,1,0.11751066787942255
r_d,1,2,0.14697659149640077
r_d,2,0,0.00201339256096167
r_d,2,1,0.062296651554239
r_d,2,2,0.02198966231335282
