param,i,j,value
r_e,0,0,0.01524445326202949
r_e,1,1,0.1464017075842211
r_e,2,2,0.044032053766292156
r_w,0,0,0.27545739246237905
r_w,1,1,0.018058100513627665
r_w,2,2,0.04643905181804915
r_b,0,0,0.019873157615249513
r_b,0,1,0.028230377094720663
r_b,0,2,0.35259731276932116
r_b,1,0,0.028304143174639584
r_b,1,1,0.2293001861675697
r_b,1,2,0.054803375115251685
r_b,2,0,0.014118628852182373
r_b,2,1,0.03451683191004372
r_b,2,2,0.050025742630818985
r_d,0,0,0.06391262067490054
r_d,0,1,0.01607245701875717
r_d,0,2,0.25663864752228854
r_d,1,0,0.03875326470804935
r_d,1,1,0.09891594341698667
r_d,1,2,0.12428162142010875
r_d,2,0,0.6022503525362712
r_d,2,1,0.10027081620114142
r_d,2,2,0.025139858922515596
