param,i,j,value
r_e,0,0,0.08239025059288013
r_e,1,1,0.031104692251268457
r_e,2,2,0.09912848300173492
r_w,0,0,0.06241546583257612
r_w,1,1,0.008395856776489413
r_w,2,2,0.06171819414044221
r_b,0,0,0.014254595451086047
r_b,0,1,0.052376231147560876
r_b,0,2,0.07299080448133173
r_b,1,0,0.08870813536374811
r_b,1,1,0.09398261840503352
r_b,1,2,0.018613172410628456
r_b,2,0,0.09151973738581913
r_b,2,1,0.11077853471257493
r_b,2,2,0.008939968491616287
r_d,0,0,0.15542518877891387
r_d,0,1,0.2124049354223995
r_d,0,2,0.10015786921457506
r_d,1,0,0.4408236192880276
r_d,1,1,0.333863952308019
r_d,1,2,0.09143870280427117
r_d,2,0,0.06679063952491394
r_d,2,1,0.08629597175093262
r_d,2,2,0.021134367653550097
