param,i,j,value
r_e,0,0,0.06917686447028007
r_e,1,1,0.00398234158221233
r_e,2,2,0.05579884309780886
r_w,0,0,0.02012269039742713
r_w,1,1,0.03348954718249026
r_w,2,2,0.06522815702758614
r_b,0,0,0.1931600396784759
r_b,0,1,0.017436463435023527
r_b,0,2,0.07523460078799676
r_b,1,0,0.2766560083089517
r_b,1,1,0.017433294494687748
r_b,1,2,0.05316962791683795
r_b,2,0,0.05050725986002076
r_b,2,1,0.12862161331702898
r_b,2,2,0.07307087045346936
r_d,0,0,0.24692424684579814
r_d,0,1,0.07352152978780437
r_d,0,2,0.1945297259765771
r_d,1,0,0.00622157720233985
r_d,1,1,0.012757058427262198
r_d,1,2,0.11500648857691179
r_d,2,0,0.24879936481026937
r_d,2,1,0.010260188392011965
r_d,2,2,0.12998620264137029
