param,i,j,value
r_e,0,0,0.1174064096296885
r_e,1,1,0.09327999234185752
r_e,2,2,0.1207859589791287
r_w,0,0,0.028422018825567847
r_w,1,1,0.08795243870319282
r_w,2,2,0.09786996437100705
r_b,0,0,0.027013253756954014
r_b,0,1,0.10411781328874495
r_b,0,2,0.12878132404860987
r_b,1,0,0.13870621678020575
r_b,1,1,0.03672608274275296
r_b,1,2,0.2111383977963145
r_b,2,0,0.04027783548858456
r_b,2,1,0.2731296465172793
r_b,2,2,0.06093432621115055
r_d,0,0,0.16493034798237224
r_d,0,1,0.14530324530836766
r_d,0,2,0.031058301680949935
r_d,1,0,0.013384310764897695
r_d,1,1,0.18591818142017952
r_d,1,2,0.04676669420898983
r_d,2,0,0.2512502295797393
r_d,2,1,0.11451533226878496
r_d,2,2,0.2678185159703249
