param,i,j,value
r_e,0,0,0.04230472842727084
r_e,1,1,0.00192112934309111
r_e,2,2,0.0557512440841094
r_w,0,0,0.033216339719020264
r_w,1,1,0.04120596102961974
r_w,2,2,0.052081291046229786
r_b,0,0,0.08450591611598732
r_b,0,1,0.06286224595848913
r_b,0,2,0.05633548026771942
r_b,1,0,0.037832335611790134
r_b,1,1,0.05267210169845624
r_b,1,2,0.04732583132911877
r_b,2,0,0.08427423960587502
r_b,2,1,0.14264725505703088
r_b,2,2,0.0862818081299835
r_d,0,0,0.007846282381277886
r_d,0,1,0.3194718302789968
r_d,0,2,0.12719838446014328
r_d,1,0,0.3704376855094169
r_d,1,1,0.08037450395651266
r_d,1,2,0.09450436138723678
r_d,2,0,0.08379972131435848
r_d,2,1,0.03445117834739627
r_d,2,2,0.06528915802659475
