param,i,j,value
r_e,0,0,0.009585517202131237
r_e,1,1,0.11516649130379342
r_e,2,2,0.021138891843878876
r_w,0,0,0.08831453193443989
r_w,1,1,0.0680824223077898
r_w,2,2,0.28373467160516036
r_b,0,0,0.045014996397467456
r_b,0,1,0.007565641439704692
r_b,0,2,0.02606396890771639
r_b,1,0,0.10738792361631398
r_b,1,1,0.3432072843917605
r_b,1,2,0.1662248663611403
r_b,2,0,0.06970016555095508
r_b,2,1,0.609016709012728
r_b,2,2,0.037586922659181954
r_d,0,0,0.1201358233365977
r_d,0,1,0.011696364606562006
r_d,0,2,0.0639803817378367
r_d,1,0,0.147574178890473
r_d,1,1,0.03222456063303586
r_d,1,2,0.16574252223142905
r_d,2,0,0.09842479964218398
r_d,2,1,0.007444746070934333
r_d,2,2,0.2535494826599786
