param,i,j,value
r_e,0,0,0.0037146049196782253
r_e,1,1,0.24970861079678258
r_e,2,2,0.1207794068041363
r_w,0,0,0.3716507961690205
r_w,1,1,0.26146185643899306
r_w,2,2,0.008992505106735571
r_b,0,0,0.024423848082171972
r_b,0,1,0.02204436181944546
r_b,0,2,0.08207346016395539
r_b,1,0,0.037115681102976
r_b,1,1,0.019249916295546943
r_b,1,2,0.0044341403112488536
r_b,2,0,0.07753930953395795
r_b,2,1,0.2138133562996238
r_b,2,2,0.04356304279510274
r_d,0,0,0.04997145062348781
r_d,0,1,0.22219674204915593
r_d,0,2,0.09853893500051986
r_d,1,0,0.13960277809627758
r_d,1,1,0.2255095124046479
r_d,1,2,0.039578201399209
r_d,2,0,0.10566029289308859
r_d,2,1,0.0008859326061584088
r_d,2,2,0.09239435779796175
