param,i,j,value
r_e,0,0,0.04215073926406495
r_e,1,1,0.05072610853296947
r_e,2,2,0.01984268291172993
r_w,0,0,0.026380725224491842
r_w,1,1,0.2178019672508151
r_w,2,2,0.02778560046658439
r_b,0,0,0.04602610396621931
r_b,0,1,0.02153161431887438
r_b,0,2,0.051965591352592926
r_b,1,0,0.13898253275478073
r_b,1,1,0.03741733318405384
r_b,1,2,0.09325290410147391
r_b,2,0,0.163955294043998
r_b,2,1,0.11935923984361288
r_b,2,2,0.0759123880016418
r_d,0,0,0.11369110302106554
r_d,0,1,0.019434770566848197
r_d,0,2,0.007424871361854862
r_d,1,0,0.042863287616372536
r_d,1,1,0.13899825173573316
r_d,1,2,0.03667614319342255
r_d,2,0,0.06948478803615853
r_d,2,1,0.14328115463989236
r_d,2,2,0.007240316119488548
