param,i,j,value
r_e,0,0,0.04525941239523455
r_e,1,1,0.04858742074209151
r_e,2,2,0.059552683599034276
r_w,0,0,0.015225415145922764
r_w,1,1,0.020995162948716686
r_w,2,2,0.07051437193866744
r_b,0,0,0.0006768105610458126
r_b,0,1,0.07706421417232895
r_b,0,2,0.01531611875264901
r_b,1,0,0.15866468120345534
r_b,1,1,0.0036754082355349065
r_b,1,2,0.05686165651052515
r_b,2,0,0.1628688649650606
r_b,2,1,0.03535588482661999
r_b,2,2,0.3408298408911478
r_d,0,0,0.07785961877887718
r_d,0,1,0.025350207300147795
r_d,0,2,0.02020534027898868
r_d,1,0,0.18228373683325166
r_d,1,1,0.08774611254238651
r_d,1,2,0.15671186698521788
r_d,2,0,0.09878414286130781
r_d,2,1,0.06072461540449445
r_d,2,2,0.03498216105725755
